,message_body,abusive,asking_exchange,normal,offline_sell,possible_fraud,sharing_contact_details
5354,Is the price negotiable?,0,0,1,0,0,0
4504,Offer Made: 375| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
4207,OFFER MADE: ? 4000 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5164,Send your Mobil no your friendsir,0,0,0,0,0,1
6294,How old is it?,0,0,1,0,0,0
2892,How old is it?,0,0,1,0,0,0
5507,Please reply,0,0,1,0,0,0
2587,Okay,0,0,1,0,0,0
1133,OFFER MADE : ? 1250| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5301,Bill or Invoice available?,0,0,1,0,0,0
7319,Detail,0,0,1,0,0,0
4196,OFFER MADE: ? 3200 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7565,oh,0,0,1,0,0,0
961,OFFER MADE : ? 10000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1876,How old is it?,0,0,1,0,0,0
3717,Sai srishti chaudhary park wakad,0,0,1,0,0,0
7625,this is Nitesh,0,0,1,0,0,0
3071,OFFER MADE : ? 5000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7621,Offer Made: 2000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
3616,OFFER MADE : ? 7500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7900,Mai Gomti nagar me hu,0,0,1,0,0,0
6922,Let me know if interested,0,0,1,0,0,0
5308,5500,0,0,1,0,0,0
6040,Sure I will reach home at that time only,0,0,1,0,0,0
6865,Thanks,0,0,1,0,0,0
2784,"Yes, It's available.",0,0,1,0,0,0
3849,Also if you can share your mobile number for further communication,0,0,0,0,0,1
5397,S8 warrenty me hai kya ?,0,0,1,0,0,0
3696,OFFER MADE : ? 800| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1774,Hu,0,0,1,0,0,0
61,700766037,0,0,0,0,0,1
6729,Can send ur number,0,0,0,0,0,1
2290,OFFER MADE : ? 3500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3863,And final price for this is 2600,0,0,1,0,0,0
7724,Apka number,0,0,0,0,0,1
4360,8178531423,0,0,0,0,0,1
1507,Kitne warnty baki hau,0,0,1,0,0,0
7321,What is your final price??,0,0,1,0,0,0
5127,Randi ke bachhe,1,0,0,0,0,0
5361,Is it available?,0,0,1,0,0,0
4192,Is it available?,0,0,1,0,0,0
3610,Chalega?,0,0,1,0,0,0
3083,U will njoy it,0,0,1,0,0,0
7473,OFFER MADE : ₹ 2000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4104,What's your final price?,0,0,1,0,0,0
504,COUNTER OFFER MADE : ? 15000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3128,OFFER MADE : ? 5500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5710,11 inches full hd screen,0,0,1,0,0,0
109,yes,0,0,1,0,0,0
2405,new phone h,0,0,1,0,0,0
5783,could you share your contact details,0,0,0,0,0,1
1755,"Can you please send photos on 9890019026 whatsapp , bcoz photos are not clear on quikr , also send price with photo",0,0,1,0,0,0
3769,OFFER MADE : ? 8000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
489,Yes it?s available ,0,0,1,0,0,0
6580,OFFER ACCEPTED : ₹ 11000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4822,I am interested in the inverter you are selling,0,0,1,0,0,0
2611,OFFER MADE : ? 4000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6269,"Kindly message me on whatsapp
 +15208273374",0,0,0,0,0,1
1196,Please share some more pictures.,0,0,1,0,0,0
8276,Lets meet at some place,0,0,0,1,0,0
981,Is it available?,0,0,1,0,0,0
3443,Is it available?,0,0,1,0,0,0
173,"Plz visit our website
??????????
http://www.ezzatmobiles.com
??????????


Currently our website is under maintenance do to some software n bug issue 

So some of the product is not been uploaded, it will ready in some days

Meanwhile u can ask here on whatsapp for any Queries 

http://www.ezzatmobiles.com

****We sell
Apple- Samsung -Oppo Mobile phones
Bose Bluetooth Earphone 
Sennheiser Bluetooth & Wired Earphone 
Apple Airpods
Iphones 
Nokia 3310 Dual Sim 
Jbl Bluetooth speaker 
High quality 4G iPhone - Samsung--Oppo  Mobile Phones
Samsung Bluetooth & Wired Earphone 
JBL Bluetooth & Wired Earphone 
Apple watch 
Marshal Bluetooth Earphone 
ZABRA Bluetooth Earphone 
Sony Bluetooth & Wired Earphone 
Smart Watch 
Skullcandy Bluetooth & Wired Earphone 
Power Bank 
Keypad Phone 
4G phones 
All model Batteries 
Charger 
Di",0,0,0,0,0,1
7896,OFFER MADE : ₹ 500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
378,http://teja7.kuikr.com/o1/20191022/ak_2063551628-1571753945_sm.jpg,0,0,1,0,0,0
8243,Buy direct my side,0,0,0,1,0,0
2679,2800 i revised from 3500,0,0,1,0,0,0
2824,OFFER MADE : ? 500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3123,Hello,0,0,1,0,0,0
7247,I am interested,0,0,1,0,0,0
3171,Final price 3600,0,0,1,0,0,0
7858,I have messaged you on WhatsApp... but no... response from you,0,0,0,0,0,1
5392,??,0,0,1,0,0,0
5161,Is the price negotiable?,0,0,1,0,0,0
3419,"This is the matress size, do you feel this is single?",0,0,1,0,0,0
8237,Paytm me,0,0,0,0,1,0
4108,600 final,0,0,1,0,0,0
4063,OFFER MADE: ? 12000 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6614,COUNTER OFFER MADE : ₹ 12500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
8041, fucking p she fucked  her whore life.,1,0,0,0,0,0
2757,Okay,0,0,1,0,0,0
3025,8770992643,0,0,0,0,0,1
2744,OFFER MADE : ? 4500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
728,COUNTER OFFER MADE : ? 7000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3694,OFFER ACCEPTED : ? 1800| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7141,http://teja7.kuikr.com/o1/20190318/ak_187972394-1552848127_sm.jpg,0,0,1,0,0,0
6575,Oo,0,0,1,0,0,0
2225,8200 last kar dijiye please,0,0,1,0,0,0
2514,I am telling you Rapidparcep.com charges,0,0,1,0,0,0
2686,New one mrp is 26000,0,0,1,0,0,0
6902,Is it available?,0,0,1,0,0,0
7616,lse whats appon 8668287834 for further communication,0,0,0,0,0,1
6332,OFFER MADE : ₹ 5000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3153,Because no cartridges,0,0,1,0,0,0
4832,Offer Made: 6500| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
3798,"Ok, send me the screenshot",0,0,1,0,0,0
3771,How old is it?,0,0,1,0,0,0
6718,2.5,0,0,1,0,0,0
5891,What's the lowest price u can sell for,0,0,1,0,0,0
7753,please share your contact number so we can assist better,0,0,0,0,0,1
6715,Please share some more pictures.,0,0,1,0,0,0
5681,"I have been offered 9500 for the fridge. Do you want to top that to 10,000 and take immediate delivery?",0,0,0,1,0,0
5717,Hello,0,0,1,0,0,0
5500,6500 last de sakta hu quikr bhi 500 charge kayega mujhey,0,0,1,0,0,0
1141,OFFER MADE : ? 13000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
8302,Send amount to my bank account,0,0,0,0,1,0
7356,What is the lowest price you can sell it for,0,0,1,0,0,0
5325,OFFER MADE : ₹ 10000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2160,Yes,0,0,1,0,0,0
6131,Dell or no dell,0,0,1,0,0,0
1039,Viman Nagar&nbsp;,0,0,1,0,0,0
7961,Offer Made: 2400| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
2102,In hyd where do u stay,0,0,1,0,0,0
906,"1) Apple Airpods 1..Rs 5250 Brand new with 1 Year Manufacturer Apple Brand  service centre warranty 

2) Apple Airpods 2.. Rs 7750 Brand new with 1 Year Manufacturer Apple Brand Service Centre warranty 


3) Apple Airpods 2 with 9 month Manufacturer Brand Apple Brand Service Centre warranty remaining  Rs 4750


4) Apple Airpods Same as original 1 year seller warranty Rs 2750",0,0,1,0,0,0
3816,Moving abroad,0,0,1,0,0,0
8183,cash on delivery available?,0,0,0,1,0,0
5237,OFFER MADE: ₹ 3500 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2663,What is your final price,0,0,1,0,0,0
6115,Is it available?,0,0,1,0,0,0
363,Contact or whatsapp 7595055419 for more details and info of the product. thank you!Contact or whatsapp 7595055419 for more details and info of the product. thank you!,0,0,0,0,0,1
2945,Where in bangalore,0,0,1,0,0,0
1042,Is it available?,0,0,1,0,0,0
821,Is it available?,0,0,1,0,0,0
480,OFFER ACCEPTED | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3341,OFFER MADE : ? 6500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2445,Hi! I'm interested in the product that you've put for sale on Quikr. Can you please share some images of it?,0,0,1,0,0,0
5957,Offer Made: 4200| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
7914,Can u pls share your number so that we can co-ordinate,0,0,0,0,0,1
2688,This is a genuine product purchased directly from company...,0,0,1,0,0,0
8157,Send me your current location ,0,0,0,1,0,0
1329,How much is the final price?,0,0,1,0,0,0
8265,Lets meet at some place,0,0,0,1,0,0
4549,so are you ready to buy&nbsp;,0,0,1,0,0,0
2334,OFFER MADE : ? 3500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7967,This item is already sold,0,0,1,0,0,0
3533,It is available,0,0,1,0,0,0
6768,Bill or Invoice available?,0,0,1,0,0,0
4929,"Hi Good Morning
Welcome to Quikr-Assured Mobiles and Accessories we are glad to assist you on this",0,0,1,0,0,0
77,9849056654,0,0,0,0,0,1
6569,How old is it?,0,0,1,0,0,0
551,Where do you stay ?,0,0,1,0,0,0
497,COUNTER OFFER MADE : ? 15000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
595,COUNTER OFFER MADE : ? 2650| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2074,Cod not available bro,0,0,1,0,0,0
5249,No pressure,0,0,1,0,0,0
5805,http://teja7.kuikr.com/o1/20190318/ak_1109203819-1552847752.JPG,0,0,1,0,0,0
4637,plzzz share your contact number,0,0,0,0,0,1
2413,1000 ya 10000,0,0,1,0,0,0
2233,OFFER MADE : ? 3300| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2652,Are u interested?,0,0,1,0,0,0
5193,hello,0,0,1,0,0,0
4712,how are you doing ?,0,0,1,0,0,0
5326,Is it available?,0,0,1,0,0,0
4508,Counter Offer: 11000| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
4195,Is it available?,0,0,1,0,0,0
1729,OFFER MADE : ? 2750| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7722,It is wood for sure. Rest I do not know. Bought in 25K.,0,0,1,0,0,0
2646,Plzzz give your number,0,0,0,0,0,1
3474,"Yes, It's available.",0,0,1,0,0,0
1599,3 years old,0,0,1,0,0,0
6190,13000 can be the last price,0,0,1,0,0,0
4634,okay bro&nbsp;,0,0,1,0,0,0
6985,yes,0,0,1,0,0,0
3336,OK sir,0,0,1,0,0,0
1942,OFFER MADE : ? 3000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1679,OFFER MADE : ? 251| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1692,After that sell it,0,0,1,0,0,0
5711,Drop your number&nbsp;,0,0,0,0,0,1
2947,I ll buy 5 sarees,0,0,1,0,0,0
3857,This is the location for pickup,0,0,0,1,0,0
3738,Hey could u schedule a pick up time already,0,0,1,0,0,0
182,Calls or whatsapp me 9582420181,0,0,0,0,0,1
2643,OFFER MADE : ? 445| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
8060,Lets connect on messenger,0,0,0,0,0,1
7275,Is it available?,0,0,1,0,0,0
6406,r u interested,0,0,1,0,0,0
5965,Direct... When you come for pick up&nbsp;,0,0,0,1,0,0
2979,And model number,0,0,1,0,0,0
6646,Is it available?,0,0,1,0,0,0
153,WhatsApp me for details 6263619447,0,0,0,0,0,1
917,"Our company Head office & Branches is in Mumbai city
The shipment will be despatch & ship from Mumbai city
COD cash on delivery service is available any where in India

Free Shipping

Our company 
1 office in USA America
1 office in Dubai UAE
3 office in mumbai city.",0,0,0,1,0,0
1857,All the best for prospective buyer,0,0,1,0,0,0
932,Is the price negotiable?,0,0,1,0,0,0
1355,What's your final price?,0,0,1,0,0,0
1813,Ha send me 3800,0,0,1,0,0,0
8207,If COD available I'll purchase this item,0,0,0,1,0,0
3122,Everything is mentioned,0,0,1,0,0,0
1086,OFFER MADE : ? 1200| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4476,years&nbsp;,0,0,1,0,0,0
1750,a12 chip apple latest processor with awesome performance,0,0,1,0,0,0
3379,OFFER MADE : ? 700| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
289,Drop your WhatsApp number ,0,0,0,0,0,1
63,9916335689,0,0,0,0,0,1
3935,OFFER MADE : ? 9000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3121,RAM?,0,0,1,0,0,0
8035,you shut the fuck up.,1,0,0,0,0,0
2667,How old is it?,0,0,1,0,0,0
1701,Used for around 1 year,0,0,1,0,0,0
7034,Hi! I'm interested in the product that you've put for sale on Quikr. Can you please share some images of it?,0,0,1,0,0,0
7957,sorry if you felt bad,0,0,1,0,0,0
1578,It's 2+ yrs old so life of cushion/foam is over now,0,0,1,0,0,0
4527,9990228476,0,0,0,0,0,1
1490,OFFER MADE : ? 20000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6424,OFFER MADE : ₹ 3000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
142,8860887758,0,0,0,0,0,1
1569,OFFER MADE : ? 22000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
8153,Send me your current location ,0,0,0,1,0,0
4263,Offer Made: 1200| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
6665,But for minimum 4k,0,0,1,0,0,0
339,https://www.ubuy.co.in/catalog/product/view/id/2185592/s/samsung-28-4k-ultra-hd-monitor,0,0,0,1,0,0
6606,Send me your contact no to discuss better,0,0,0,0,0,1
163,"R u using Whatsapp sir
If yes plz Whatsapp our company sales team  on 9867627551   they will give u all ur Queries reply thank you",0,0,0,0,0,1
2616,Mira road,0,0,1,0,0,0
5171,OFFER MADE : ₹ 2250| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2262,OFFER MADE : ? 350| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6200,Yes it will,0,0,1,0,0,0
156,okay,0,0,1,0,0,0
6586,Hlo,0,0,1,0,0,0
7379,What's the size of this bed?,0,0,1,0,0,0
2818,Pls 5000 me de dijiye,0,0,1,0,0,0
4339,Offer Made: 18500| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
7440,4 year old,0,0,1,0,0,0
2711,More then 4 years,0,0,1,0,0,0
2035,I will pick up in morning,0,0,1,0,0,0
7714,What's your final price?,0,0,1,0,0,0
114,7000,0,0,1,0,0,0
5504,OFFER MADE : ₹ 1800| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5294,Urgent Deal...&nbsp;,0,0,1,0,0,0
6244,Is it available?,0,0,1,0,0,0
2630,5500,0,0,1,0,0,0
6803,9902220387,0,0,0,0,0,1
2380,Noo,0,0,1,0,0,0
3928,http://teja7.kuikr.com/o1/20191022/ak_1744553975-1571728281_sm.jpg,0,0,1,0,0,0
1287,I Will make the payment today,0,0,1,0,0,0
7060,Is it available?,0,0,1,0,0,0
4716,kindly send your whats app number down for more details&nbsp;,0,0,0,0,0,1
4146,Sir there,0,0,1,0,0,0
7078,Bill or Invoice available?,0,0,1,0,0,0
3628,Send phone nomber,0,0,0,0,0,1
802,COUNTER OFFER MADE : ? 8500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6549,8345019270 Whatsapp here,0,0,0,0,0,1
2590,OFFER MADE : ? 4000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
881,Condition is good?,0,0,1,0,0,0
3767,Bed with matress?,0,0,1,0,0,0
132,Kindly send your WhatsApp number for details,0,0,0,0,0,1
5253,Mujhe chahiye Paytm ka machine,0,0,0,1,0,0
3820,And let me know if you are also interested in any other furniture like center table and bed also,0,0,1,0,0,0
566,This is what they told me,0,0,1,0,0,0
4472,Offer Made: 3500| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
2659,What ur offer,0,0,1,0,0,0
1664,??? ????,0,0,1,0,0,0
5924,Make it 4000 n will buy it card,0,0,1,0,0,0
7602,Can i get the product location?,0,0,1,0,0,0
8215,If COD available I'll purchase this item,0,0,0,1,0,0
1998,OFFER MADE : ? 3000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3127,OFFER MADE : ? 5500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2858,Is it available?,0,0,1,0,0,0
1790,And can deliver first week of November as I am out of station till then,0,0,1,0,0,0
6177,??,0,0,1,0,0,0
2719,Max I can go with is 10k,0,0,1,0,0,0
5899,Offer Made: 15017| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
5267,Offer Made: 39000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
3487,Medavakkam,0,0,1,0,0,0
771,COUNTER OFFER MADE : ? 7500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5551,9051111892,0,0,0,0,0,1
467,It is original ,0,0,1,0,0,0
1064,Why r u selling it,0,0,1,0,0,0
152,Mera WhatsApp number hai,0,0,0,0,0,1
7302,Is it available?,0,0,1,0,0,0
4405,Great! Thanks a lot!,0,0,1,0,0,0
7734,Counter Offer: 6299| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
3041,Used for 6 months,0,0,1,0,0,0
2649,Please come tomorrow anytime or you can come next Wednesday onwards as we shall be unavailable in between,0,0,1,0,0,0
4776,&nbsp;its a plywood 10 feet strong storage,0,0,1,0,0,0
6604,OFFER MADE : ₹ 10000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4047,Yea okie,0,0,1,0,0,0
6749,"Yes, It's available.",0,0,1,0,0,0
940,Is it available?,0,0,1,0,0,0
7843,"It is still available..
 If so den wats d final price",0,0,1,0,0,0
3186,"2018 purchase, you can see it in photo",0,0,1,0,0,0
843,Upto what age this can be used?&nbsp;,0,0,1,0,0,0
3426,Yes,0,0,1,0,0,0
5826,OFFER MADE: ₹ 9000 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3070,OFFER MADE : ? 5000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5153,Is it available?,0,0,1,0,0,0
3290,7000,0,0,1,0,0,0
3161,Ek gigabyte ka bhi pada hai,0,0,1,0,0,0
4463,Hey,0,0,1,0,0,0
1104,What's your final price?,0,0,1,0,0,0
4190,have u one plus model's,0,0,1,0,0,0
971,OFFER MADE : ? 10000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3963,OFFER MADE : ? 9000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1308,Ok,0,0,1,0,0,0
762,Yes sir available,0,0,1,0,0,0
1061,Hi thanks for the interest,0,0,1,0,0,0
7486,Also what about assembly,0,0,1,0,0,0
4861,How old is the product?,0,0,1,0,0,0
4150,Hi,0,0,1,0,0,0
3459,OFFER ACCEPTED : ? 2900| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
18,Provide me your number plzzz,0,0,0,0,0,1
2946,No,0,0,1,0,0,0
3606,Ok,0,0,1,0,0,0
2661,What is your location in Mumbai,0,0,1,0,0,0
6923,4th gen i3,0,0,1,0,0,0
102,8948344420,0,0,0,0,0,1
1328,OFFER MADE : ? 15000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4845,how take dress,0,0,1,0,0,0
3885,Ok,0,0,1,0,0,0
7873,Mobil number,0,0,0,0,0,1
2509,OFFER MADE : ? 4000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5780,more details call me on 6363840846,0,0,0,0,0,1
4990,How old is this item?,0,0,1,0,0,0
3010,OFFER MADE : ? 5000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5136,OFFER MADE : ₹ 14900| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7935,kuch bhi,0,0,1,0,0,0
4942,so i won't be installing it,0,0,1,0,0,0
1751,Yes,0,0,1,0,0,0
7582,Hi Nishanth,0,0,1,0,0,0
708,Sir system present work chestunda,0,0,1,0,0,0
7926,Ok,0,0,1,0,0,0
6870,Your name,0,0,0,0,0,1
6901,OFFER MADE : ₹ 6000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7845,Gas and filling cost 2000/-. Offer is 13000/-,0,0,1,0,0,0
2853,OFFER ACCEPTED : ? 18000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
8110,is exchange offer available for this item,0,1,0,0,0,0
7992,testicles,1,0,0,0,0,0
6060,"Yes, It's available.",0,0,1,0,0,0
1268,How old is it?,0,0,1,0,0,0
4880,"BTW, my name is Vikram",0,0,1,0,0,0
2811,Used only for two months . Hope you can understand.,0,0,1,0,0,0
7825,Counter Offer: 3000| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
2806,OFFER MADE : ? 500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
8209,If COD available I'll purchase this item,0,0,0,1,0,0
5393,Thik h,0,0,1,0,0,0
4365,Bechna mtt plzz,0,0,1,0,0,0
5771,h 36X b 30X d 15inch,0,0,1,0,0,0
7538,Hi,0,0,1,0,0,0
5608,Please share some more pictures.,0,0,1,0,0,0
6719,Dekh lo yar kuch aur ho jaye to,0,0,1,0,0,0
5498,OFFER MADE : ₹ 20000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5516,Bhai tera location kha,0,0,0,1,0,0
599,COUNTER OFFER MADE : ? 2700| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
769,Is this still available&nbsp;,0,0,1,0,0,0
24,Hi . Can i get ur number.  For further details,0,0,0,0,0,1
4454,Please share some more pictures.,0,0,1,0,0,0
4698,Offer Accepted: 12350| Please access the mobile site through your email to complete this transaction. | http%3A%2F%2Fwww.quikr.com%2FescrowBuyer%3FofferId%3D100027498842%26pass%3D8934a7dc67a91ad98b37b8391e1d0b4e%26channel%3DCHAT,0,0,1,0,0,0
7000,I am very much interested in buying for 4000.butI am from Chennai. Chennai pincode not supporting. Make it possible to buy through quikr doorstep in chennai,0,0,1,0,0,0
7279,It's in good condition.,0,0,1,0,0,0
6513,Hiii,0,0,1,0,0,0
1320,OFFER MADE : ? 15000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
234,Please whatsapp or call 9831121738,0,0,0,0,0,1
3538,OFFER MADE : ? 750| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5690,Offer Made: 12000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
1006,Is it available?,0,0,1,0,0,0
6593,Is the price negotiable?,0,0,1,0,0,0
5530,प्रस्ताव बनाया : ₹ 5000| इस प्रस्ताव का जवाब अपने ईमेल के माध्यम से मोबाइल साइट का उपयोग करें । क्विकर गारंटी के साथ व्यापार करने के लिए अब एप्लिकेशन के नवीनतम संस्करण को डाउनलोड करें !,0,0,1,0,0,0
3698,Location,0,0,1,0,0,0
7555,plz tell me on mobnile no 9359402929,0,0,0,0,0,1
4884,when and where can I see this,0,0,1,0,0,0
5417,100 rupees sir,0,0,1,0,0,0
1848,What is device condition,0,0,1,0,0,0
6052,Yes,0,0,1,0,0,0
6782,What's your final price?,0,0,1,0,0,0
6503,5000,0,0,1,0,0,0
245,Inbox me / Whatsapp:- 8095649439,0,0,0,0,0,1
8174,cash on delivery available?,0,0,0,1,0,0
3023,How old is it?,0,0,1,0,0,0
979,Accepted..&nbsp; aap Ka ???????? ??? ????,0,0,1,0,0,0
2323,Yes,0,0,1,0,0,0
7568,"processor, ram, hdd",0,0,1,0,0,0
1213,What's your final price?,0,0,1,0,0,0
5406,Is the price negotiable?,0,0,1,0,0,0
6969,By the way where do you live??,0,0,1,0,0,0
2423,Contact number send me,0,0,0,0,0,1
